Player Full Name,Birth Date,Year Start,Year End,Position,Height (ft 1/2),Height (inches 2/2),Height (in cm),Wingspan (in cm),Standing Reach (in cm),Hand Length (in inches),Hand Width (in inches),Weight (in lb),Body Fat (%),College
Rusty LaRue,12/10/73,1998,2004,G,6,2,188.0,,,,,210,,Wake Forest University
Ryan Anderson,5/6/88,2009,2018,F,6,10,208.3,,,,,240,,University of California
Ryan Arcidiacono,3/26/94,2018,2018,G,6,3,190.5,,,,,188,,Villanova University
Ryan Bowen,11/20/75,2000,2010,F,6,7,200.7,,,,,215,,University of Iowa
Ryan Gomes,9/1/82,2006,2014,F,6,7,200.7,218.4,270.5,,,250,,Providence College
Ryan Hollins,10/10/84,2007,2016,C,7,0,213.4,,,,,240,,"University of California, Los Angeles"
Ryan Humphrey,7/24/79,2003,2005,F,6,8,203.2,213.4,265.4,,,235,,University of Notre Dame
Ryan Kelly,4/9/91,2014,2017,F,6,11,210.8,212.1,279.4,9,10,230,14.8%,Duke University
Ryan Lorthridge,7/27/72,1995,1995,G,6,4,193.0,,,,,190,,Jackson State University
Ryan Reid,10/30/86,2012,2012,F,6,8,203.2,,,,,232,,Florida State University
Ryan Robertson,10/2/76,2000,2000,G,6,5,195.6,,,,,190,,University of Kansas
Ryan Stack,7/24/75,1999,2000,F,6,11,210.8,,,,,215,,University of South Carolina
Salah Mejri,6/15/86,2016,2018,C,7,1,215.9,,,,,245,,
Salim Stoudamire,10/11/82,2006,2008,G,6,1,185.4,,,,,179,,University of Arizona
Sam Bowie,3/17/61,1985,1995,C-F,7,1,215.9,,,,,235,,University of Kentucky
Sam Cash,11/13/50,1973,1973,F,6,8,203.2,,,,,230,,"University of California, Riverside"
Sam Cassell,11/18/69,1994,2008,G,6,3,190.5,,,,,185,,Florida State University
Sam Dekker,5/6/94,2016,2018,F,6,9,205.7,212.1,269.2,8.5,9.25,230,7.5%,University of Wisconsin
Sam Jacobson,7/22/75,1999,2001,G-F,6,4,193.0,,,,,215,,University of Minnesota
Sam Jones,6/24/33,1958,1969,G-F,6,4,193.0,,,,,198,,North Carolina Central University
Sam Lacey,3/28/48,1971,1983,C,6,10,208.3,,,,,235,,New Mexico State University
Sam Mack,5/26/70,1993,2002,F-G,6,7,200.7,,,,,220,,University of Houston
Sam Mitchell,9/2/63,1990,2002,F,6,6,198.1,,,,,210,,Mercer University
Sam Pellom,10/2/51,1980,1983,F-C,6,9,205.7,,,,,225,,"University at Buffalo, State University of New York"
Sam Perkins,6/14/61,1985,2001,F-C,6,9,205.7,,,,,235,,University of North Carolina
Sam Ranzino,6/23/28,1952,1952,G,6,1,185.4,,,,,185,,North Carolina State University
Sam Sibert,2/11/49,1973,1973,F,6,7,200.7,,,,,215,,Kentucky State University
Sam Smith,1/27/44,1968,1971,F,6,7,200.7,,,,,230,,Kentucky Wesleyan College
Sam Smith,1/27/44,1979,1980,G,6,4,193.0,,,,,200,,"University of Nevada, Las Vegas"
Sam Stith,7/22/37,1962,1962,G,6,2,188.0,,,,,185,,St. Bonaventure University
Sam Vincent,5/18/63,1986,1992,G,6,2,188.0,,,,,185,,Michigan State University
Sam Williams,1/22/45,1969,1970,G,6,3,190.5,,,,,180,,University of Iowa
Sam Williams,1/22/45,1982,1985,F,6,8,203.2,,,,,210,,Arizona State University
Sam Worthen,1/17/58,1981,1982,G,6,5,195.6,,,,,195,,Marquette University
Sam Young,6/1/85,2010,2013,F,6,6,198.1,210.2,268.0,,,220,4.9%,University of Pittsburgh
Samaki Walker,2/25/76,1997,2006,F,6,9,205.7,,,,,240,,University of Louisville
Samardo Samuels,1/9/89,2011,2013,F,6,9,205.7,,,,,260,,University of Louisville
Samuel Dalembert,5/10/81,2002,2015,C,6,11,210.8,,,,,255,,Seton Hall University
Samuel Little,3/29/46,1970,1970,G,6,0,182.9,,,,,180,,Delta State University
Samuel Robinson,1/1/48,1971,1972,F,6,7,200.7,,,,,190,,"California State University, Long Beach"
Samuel Watts,3/14/48,1971,1971,G,6,3,190.5,,,,,185,,Florida Agricultural and Mechanical University
Sarunas Jasikevicius,3/5/76,2006,2007,G,6,4,193.0,,,,,195,,University of Maryland
Sarunas Marciulionis,6/13/64,1990,1997,G,6,5,195.6,,,,,200,,
Sasha Danilovic,2/26/70,1996,1997,G,6,5,195.6,,,,,200,,
Sasha Kaun,5/8/85,2016,2016,C,6,11,210.8,223.5,279.4,,,260,9.6%,University of Kansas
Sasha Pavlovic,11/15/83,2004,2013,G-F,6,8,203.2,,,,,220,,
Sasha Vujacic,3/8/84,2005,2017,G,6,7,200.7,196.9,256.5,,,195,14.1%,
Saul Mariaschin,9/1/24,1948,1948,G,5,11,180.3,,,,,165,,Harvard University
Scooter McCray,2/8/60,1984,1987,F-G,6,9,205.7,,,,,215,,University of Louisville
Scot Pollard,2/12/75,1998,2008,C,6,11,210.8,,,,,265,,University of Kansas
Scott Brooks,7/31/65,1989,1998,G,5,11,180.3,,,,,165,,"University of California, Irvine"
Scott Burrell,1/12/71,1994,2001,G-F,6,7,200.7,,,,,218,,University of Connecticut
Scott English,10/20/50,1973,1975,F,6,6,198.1,,,,,205,,University of Texas at El Paso
Scott Haffner,2/2/66,1990,1991,G,6,3,190.5,,,,,180,,University of Evansville
Scott Haskin,9/19/70,1994,1994,C-F,6,11,210.8,,,,,250,,Oregon State University
Scott Hastings,6/3/60,1983,1993,F-C,6,10,208.3,,,,,235,,University of Arkansas
Scott Lloyd,12/19/52,1977,1983,C-F,6,10,208.3,,,,,230,,Arizona State University
Scott Machado,6/8/90,2013,2013,G,6,1,185.4,193.0,240.0,8.5,9.5,205,5.8%,Iona College
Scott May,3/19/54,1977,1983,F,6,7,200.7,,,,,215,,Indiana University
Scott Meents,1/4/64,1990,1991,F,6,10,208.3,,,,,225,,University of Illinois at Urbana-Champaign
Scott Padgett,4/19/76,2000,2007,F,6,9,205.7,,,,,240,,University of Kentucky
Scott Roth,6/3/63,1988,1990,F,6,8,203.2,,,,,212,,University of Wisconsin
Scott Sims,4/18/55,1978,1978,G,6,1,185.4,,,,,170,,University of Missouri
Scott Skiles,3/5/64,1987,1996,G,6,1,185.4,,,,,180,,Michigan State University
Scott Wedman,7/29/52,1975,1987,F-G,6,7,200.7,,,,,215,,University of Colorado
Scott Williams,3/21/68,1991,2005,F-C,6,10,208.3,,,,,230,,University of North Carolina
Scottie Pippen,9/25/65,1988,2004,F-G,6,8,203.2,,,,,210,,University of Central Arkansas
Scotty Hopson,8/8/89,2014,2014,G,6,7,200.7,209.6,262.9,8.5,10,204,4.8%,University of Tennessee
Sean Colson,7/1/75,2001,2001,G,6,0,182.9,,,,,175,,University of North Carolina at Charlotte
Sean Elliott,2/2/68,1990,2001,F,6,8,203.2,,,,,205,,University of Arizona
Sean Green,2/2/70,1992,1994,G-F,6,5,195.6,,,,,210,,Iona College
Sean Higgins,12/30/68,1991,1998,G-F,6,9,205.7,,,,,205,,University of Michigan
Sean Kilpatrick,1/6/90,2015,2018,G,6,4,193.0,200.7,251.5,9,9,210,9.2%,University of Cincinnati
Sean Lampley,9/3/79,2003,2004,F,6,7,200.7,206.4,256.5,,,227,8.0%,University of California
Sean Marks,8/23/75,1999,2011,F-C,6,10,208.3,,,,,250,,University of California
Sean May,4/4/84,2006,2010,F,6,9,205.7,216.5,266.7,,,266,,University of North Carolina
Sean Rooks,9/9/69,1993,2004,C,6,10,208.3,,,,,250,,University of Arizona
Sean Singletary,9/6/85,2009,2009,G,6,0,182.9,194.3,241.3,,,185,4.2%,University of Virginia
Sean Williams,9/13/86,2008,2012,C-F,6,10,208.3,,,,,235,,Boston College
Sebastian Telfair,6/9/85,2005,2015,G,6,0,182.9,,,,,165,,
Sedale Threatt,9/10/61,1984,1997,G,6,2,188.0,,,,,175,,West Virginia University Institute of Technology
Sedric Toney,4/13/62,1986,1994,G,6,2,188.0,,,,,178,,University of Dayton
Semaj Christon,11/1/92,2017,2017,G,6,3,190.5,199.4,251.5,8.5,8.25,190,5.3%,Xavier University
Semi Ojeleye,12/5/94,2018,2018,F,6,7,200.7,207.6,259.1,8.75,9.5,241,5.5%,Southern Methodist University
Semih Erden,7/28/86,2011,2012,C,7,0,213.4,,,,,240,,
Serge Ibaka,9/18/89,2010,2018,F-C,6,10,208.3,,,,,235,,
Sergei Bazarevich,3/16/65,1995,1995,G,6,2,188.0,,,,,168,,
Sergei Monia,4/15/83,2006,2006,F,6,8,203.2,,,,,220,,
Sergey Karasev,10/26/93,2014,2016,G-F,6,7,200.7,,,,,208,,
Sergio Rodriguez,6/12/86,2007,2017,G,6,3,190.5,,,,,176,,
Seth Curry,8/23/90,2014,2017,G,6,2,188.0,193.0,247.7,8,8.25,185,9.6%,Duke University
Shabazz Muhammad,11/13/92,2014,2018,F-G,6,6,198.1,210.8,265.4,9,10,223,9.0%,"University of California, Los Angeles"
Shabazz Napier,7/14/91,2015,2018,G,6,1,185.4,191.1,236.2,8.25,8.5,175,7.4%,University of Connecticut
Shaler Halimon,3/30/45,1969,1973,G-F,6,5,195.6,,,,,199,,Utah State University
Shammond Williams,4/5/75,1999,2007,G,6,1,185.4,,,,,201,,University of North Carolina
Shandon Anderson,12/31/73,1997,2006,F-G,6,6,198.1,,,,,208,,University of Georgia
Shane Battier,9/9/78,2002,2014,F,6,8,203.2,209.6,266.7,,,220,9.3%,Duke University
Shane Edwards,5/31/87,2014,2014,F,6,7,200.7,,,,,220,,University of Arkansas at Little Rock
Shane Heal,9/6/70,1997,2004,G,6,0,182.9,,,,,180,,
Shane Larkin,10/2/92,2014,2018,G,5,11,180.3,179.7,227.3,7.5,8.75,175,3.8%,University of Miami
Shannon Brown,11/29/85,2007,2015,G,6,4,193.0,,,,,205,,Michigan State University
Shaquille O'Neal,3/6/72,1993,2011,C,7,1,215.9,,,,,325,,Louisiana State University
Shareef Abdur-Rahim,12/11/76,1997,2008,F,6,9,205.7,,,,,225,,University of California
Sharone Wright,1/30/73,1995,1998,F-C,6,11,210.8,,,,,260,,Clemson University
Sharrod Ford,1/9/82,2006,2006,F,6,9,205.7,217.2,269.2,,,225,,Clemson University
Shaun Livingston,9/11/85,2005,2018,G,6,7,200.7,210.8,268.0,,,192,6.7%,
Shavlik Randolph,11/24/83,2006,2015,F,6,10,208.3,,,,,240,,Duke University
Shawn Bradley,3/22/72,1994,2005,C,7,6,228.6,,,,,235,,Brigham Young University
Shawn Kemp,11/26/69,1990,2003,F-C,6,10,208.3,,,,,230,,Trinity Valley Community College
Shawn Long,1/29/93,2017,2017,C-F,6,9,205.7,,,,,255,,University of Louisiana at Lafayette
Shawn Marion,5/7/78,2000,2015,F,6,7,200.7,,,,,220,,"University of Nevada, Las Vegas"
Shawn Respert,2/6/72,1996,1999,G,6,1,185.4,,,,,195,,Michigan State University
Shawne Williams,2/16/86,2007,2015,F,6,9,205.7,221.0,264.2,,,225,8.0%,University of Memphis
Shawnelle Scott,6/16/72,1997,2002,C,6,10,208.3,,,,,250,,St. John's University
Shayne Whittington,3/27/91,2015,2016,F-C,6,11,210.8,,,,,250,,Western Michigan University
Shea Seals,8/26/75,1998,1998,G,6,5,195.6,,,,,210,,University of Tulsa
Shelden Williams,10/21/83,2007,2012,F,6,9,205.7,224.2,264.2,,,250,11.4%,Duke University
Sheldon Mac,12/21/92,2017,2017,G,6,5,195.6,,,,,200,,University of Miami
Shellie McMillon,3/11/36,1959,1962,F,6,5,195.6,,,,,205,,Bradley University
Shelton Jones,4/6/66,1989,1989,F,6,9,205.7,,,,,210,,St. John's University
Shelvin Mack,4/22/90,2012,2018,G,6,3,190.5,201.9,245.1,8.25,9.25,203,7.1%,Butler University
Sherell Ford,8/26/72,1996,1996,F,6,7,200.7,,,,,210,,University of Illinois at Chicago
Sherman Douglas,9/15/66,1990,2001,G,6,0,182.9,,,,,180,,Syracuse University
Sherron Collins,3/18/87,2011,2011,G,5,11,180.3,189.2,238.8,8.5,9.5,205,9.2%,University of Kansas
Sherwin Raiken,10/29/28,1953,1953,G,6,2,188.0,,,,,185,,Villanova University
Si Green,8/20/33,1957,1966,G-F,6,2,188.0,,,,,185,,Duquesne University
Sid Catlett,4/18/48,1972,1972,F,6,6,198.1,,,,,230,,University of Notre Dame
Sid Tanenbaum,10/8/25,1948,1949,G,6,0,182.9,,,,,160,,New York University
Sidney Green,1/4/61,1984,1993,F-C,6,9,205.7,,,,,220,,"University of Nevada, Las Vegas"
Sidney Lowe,1/21/60,1984,1990,G,6,0,182.9,,,,,195,,North Carolina State University
Sidney Moncrief,9/21/57,1980,1991,G,6,3,190.5,,,,,180,,University of Arkansas
Sidney Wicks,9/19/49,1972,1981,F-C,6,8,203.2,,,,,225,,"University of California, Los Angeles"
Sim Bhullar,12/2/92,2015,2015,C,7,5,226.1,,,,,360,,New Mexico State University
Simmie Hill,11/14/46,1970,1974,F,6,7,200.7,,,,,233,,West Texas A&M University
Sindarius Thornwell,11/15/94,2018,2018,G,6,5,195.6,208.3,261.6,8.75,8.75,212,7.8%,University of South Carolina
Skal Labissiere,3/18/96,2017,2018,F,6,11,210.8,219.7,268.0,8.75,9,225,5.7%,University of Kentucky
Skeeter Henry,12/8/67,1994,1994,G,6,7,200.7,,,,,190,,University of Oklahoma
Skeeter Swift,6/19/46,1970,1974,G,6,3,190.5,,,,,204,,East Tennessee State University
Skip Harlicka,10/14/46,1969,1969,G,6,1,185.4,,,,,185,,University of South Carolina
Skip Thoren,4/5/43,1968,1970,C,6,10,208.3,,,,,230,,University of Illinois at Urbana-Champaign
Skip Wise,7/25/55,1976,1976,G,6,2,188.0,,,,,170,,Clemson University
Skippy Whitaker,8/29/30,1955,1955,G,6,1,185.4,,,,,180,,University of Kentucky
Slater Martin,10/22/25,1950,1960,G,5,10,177.8,,,,,170,,University of Texas at Austin
Slavko Vranes,1/30/83,2004,2004,C,7,5,226.1,,,,,275,,
Sleepy Floyd,3/6/60,1983,1995,G,6,3,190.5,,,,,170,,Georgetown University
Slick Leonard,7/17/32,1957,1963,G,6,3,190.5,,,,,185,,Indiana University
Slick Watts,7/22/51,1974,1979,G,6,1,185.4,,,,,175,,Xavier University of Louisiana
Sly Williams,1/26/58,1980,1986,F-G,6,7,200.7,,,,,210,,University of Rhode Island
Smush Parker,6/1/81,2003,2008,G,6,4,193.0,208.3,273.1,,,190,,Fordham University
Solomon Alabi,3/21/88,2011,2012,C,7,1,215.9,226.1,287.0,9.25,9.25,251,5.0%,Florida State University
Solomon Hill,3/18/91,2014,2017,F,6,7,200.7,205.7,261.6,9,10.5,225,7.6%,University of Arizona
Solomon Jones,7/16/84,2007,2014,F,6,10,208.3,225.4,276.9,,,230,7.4%,University of South Florida
Sonny Dove,8/16/45,1968,1972,F,6,7,200.7,,,,,198,,St. John's University
Sonny Hertzberg,7/29/22,1947,1951,G,5,10,177.8,,,,,175,,City College of New York
Sonny Parker,3/22/55,1977,1982,F-G,6,6,198.1,,,,,200,,Texas A&M University
Sonny Weems,7/8/86,2009,2016,G-F,6,6,198.1,208.3,264.2,,,205,4.4%,University of Arkansas
Soumaila Samake,3/18/78,2001,2003,C,7,0,213.4,,,,,230,,
Speedy Claxton,5/8/78,2002,2009,G,5,11,180.3,182.9,240.0,,,166,,Hofstra University
Spencer Dinwiddie,4/6/93,2015,2018,G,6,6,198.1,203.8,261.6,8.25,9,200,5.4%,University of Colorado
Spencer Hawes,4/28/88,2008,2017,C-F,7,1,215.9,214.6,279.4,,,245,13.0%,University of Washington
Spencer Haywood,4/22/49,1970,1983,F-C,6,8,203.2,,,,,225,,University of Detroit Mercy
Spider Bennett,8/4/43,1969,1969,G,6,3,190.5,,,,,190,,Winston-Salem State University
Spud Webb,7/13/63,1986,1998,G,5,6,167.6,,,,,133,,North Carolina State University
Stacey Arceneaux,2/17/36,1962,1962,F,6,4,193.0,,,,,210,,Iowa State University
Stacey Augmon,8/1/68,1992,2006,F-G,6,8,203.2,,,,,205,,"University of Nevada, Las Vegas"
Stacey King,1/29/67,1990,1997,F-C,6,11,210.8,,,,,230,,University of Oklahoma
Stan Brown,6/27/29,1948,1952,F,6,3,190.5,,,,,200,,
Stan Kimbrough,4/24/66,1990,1993,G,5,11,180.3,,,,,153,,Xavier University
Stan Love,4/9/49,1972,1975,F,6,9,205.7,,,,,215,,University of Oregon
Stan McKenzie,10/6/44,1968,1974,F-G,6,5,195.6,,,,,195,,New York University
Stan Miasek,9/19/23,1947,1953,C-F,6,5,195.6,,,,,210,,
Stan Noszka,9/9/20,1947,1949,G,6,1,185.4,,,,,185,,Duquesne University
Stan Patrick,5/5/22,1950,1950,F-G,6,2,188.0,,,,,185,,University of Illinois at Urbana-Champaign
Stan Pietkiewicz,7/14/56,1979,1981,G-F,6,5,195.6,,,,,200,,Auburn University
Stan Stutz,4/14/20,1947,1949,G-F,5,10,177.8,,,,,170,,University of Rhode Island
Stan Washington,1/23/52,1975,1975,G,6,4,193.0,,,,,190,,University of San Diego
Stanislav Medvedenko,4/4/79,2001,2007,F,6,10,208.3,,,,,250,,
Stanley Brundy,11/13/67,1990,1990,F,6,6,198.1,,,,,210,,DePaul University
Stanley Jackson,10/10/70,1994,1994,G,6,3,190.5,,,,,185,,University of Alabama at Birmingham
Stanley Johnson,5/29/96,2016,2018,F,6,7,200.7,212.1,259.1,9,9,245,7.5%,University of Arizona
Stanley Roberts,2/7/70,1992,2000,C,7,0,213.4,,,,,285,,Louisiana State University
Stefano Rusconi,10/2/68,1996,1996,C-F,6,9,205.7,,,,,240,,
Steffond Johnson,11/4/62,1987,1987,F,6,8,203.2,,,,,240,,San Diego State University
Stephane Lasme,12/17/82,2008,2008,F,6,8,203.2,218.4,271.8,,,215,4.9%,University of Massachusetts Amherst
Stephen Chubin,2/8/44,1968,1970,G,6,2,188.0,,,,,200,,University of Rhode Island
Stephen Curry,3/14/88,2010,2018,G,6,3,190.5,191.8,246.4,,,190,5.7%,Davidson College
Stephen Graham,6/11/82,2006,2011,G,6,6,198.1,,,,,215,,Oklahoma State University
Stephen Howard,7/15/70,1993,1998,F,6,9,205.7,,,,,225,,DePaul University
Stephen Jackson,4/5/78,2001,2014,F-G,6,8,203.2,,,,,218,,Butler County Community College
Stephen Previs,2/9/50,1973,1973,G,6,3,190.5,,,,,183,,University of North Carolina
Stephen Thompson,12/2/68,1992,1992,G,6,4,193.0,,,,,185,,Syracuse University
Stephen Vacendak,8/15/44,1968,1970,G,6,1,185.4,,,,,185,,Duke University
Stephen Wilson,10/16/48,1971,1972,G,6,5,195.6,,,,,185,,Hanover College
Stephen Zimmerman,9/9/96,2017,2017,C,7,0,213.4,221.6,275.6,9,9,240,11.2%,"University of Nevada, Las Vegas"
Stephon Marbury,2/20/77,1997,2009,G,6,2,188.0,,,,,180,,Georgia Institute of Technology
Sterling Brown,2/10/95,2018,2018,G,6,5,195.6,,,,,225,,Southern Methodist University
Steve Alford,11/23/64,1988,1991,G,6,2,188.0,,,,,183,,Indiana University
Steve Bardo,4/5/68,1992,1996,G,6,5,195.6,,,,,190,,University of Illinois at Urbana-Champaign
Steve Blake,2/26/80,2004,2016,G,6,3,190.5,,,,,172,,University of Maryland
Steve Bracey,8/1/50,1973,1975,G,6,1,185.4,,,,,175,,University of Tulsa
Steve Bucknall,3/17/66,1990,1990,G,6,6,198.1,,,,,215,,University of North Carolina
Steve Burtt,11/5/62,1985,1993,G,6,2,188.0,,,,,185,,Iona College
Steve Colter,7/24/62,1985,1995,G,6,3,190.5,,,,,165,,New Mexico State University
Steve Courtin,9/21/42,1965,1965,G,6,1,185.4,,,,,188,,Saint Joseph's University
Steve Downing,9/9/50,1974,1975,C,6,8,203.2,,,,,225,,Indiana University
Steve Francis,2/21/77,2000,2008,G,6,3,190.5,,,,,195,,University of Maryland
Steve Goodrich,3/18/76,2001,2002,F,6,10,208.3,,,,,220,,Princeton University
Steve Green,10/4/53,1976,1979,F,6,7,200.7,,,,,220,,Indiana University
Steve Hamer,11/13/73,1997,1997,C,7,0,213.4,,,,,245,,University of Tennessee
Steve Hamilton,11/30/35,1959,1960,F-C,6,6,198.1,,,,,190,,Morehead State University
Steve Harris,10/15/63,1986,1990,G,6,5,195.6,,,,,195,,University of Tulsa
Steve Hawes,5/26/50,1975,1984,C-F,6,9,205.7,,,,,220,,University of Washington
Steve Hayes,8/2/55,1982,1986,C,7,0,213.4,,,,,205,,Idaho State University
Steve Henson,2/2/68,1991,1999,G,5,11,180.3,,,,,177,,Kansas State University
Steve Johnson,11/3/57,1982,1991,C-F,6,10,208.3,,,,,235,,Oregon State University
Steve Jones,10/17/42,1968,1976,G-F,6,5,195.6,,,,,205,,University of Oregon
Steve Kerr,9/27/65,1989,2003,G,6,3,190.5,,,,,175,,University of Arizona
Steve Kuberski,11/6/47,1970,1978,F-C,6,8,203.2,,,,,215,,Bradley University
Steve Lingenfelter,6/10/58,1983,1984,F,6,9,205.7,,,,,225,,South Dakota State University
Steve Malovic,7/21/56,1980,1980,F,6,10,208.3,,,,,230,,San Diego State University
Steve Mix,12/30/47,1970,1983,F,6,7,200.7,,,,,215,,University of Toledo
Steve Nash,2/7/74,1997,2014,G,6,3,190.5,,,,,195,,Santa Clara University
Steve Novak,6/13/83,2007,2017,F,6,10,208.3,207.0,261.6,,,225,8.1%,Marquette University
Steve Patterson,6/24/48,1972,1976,C,6,9,205.7,,,,,225,,"University of California, Los Angeles"
Steve Scheffler,9/3/67,1991,1997,C-F,6,9,205.7,,,,,250,,Purdue University
Steve Sheppard,3/21/54,1978,1979,F,6,6,198.1,,,,,215,,University of Maryland
Steve Smith,3/31/69,1992,2005,G,6,7,200.7,,,,,200,,Michigan State University
Steve Stipanovich,11/17/60,1984,1988,C,6,11,210.8,,,,,245,,University of Missouri
Steven Adams,7/20/93,2014,2018,C,7,0,213.4,224.8,278.1,9.5,11,255,6.7%,University of Pittsburgh
Steven Hill,11/14/85,2009,2009,C,7,0,213.4,,,,,248,,University of Arkansas
Steven Hunter,10/31/81,2002,2010,C,7,0,213.4,223.5,274.3,,,220,5.3%,DePaul University
Steven Kramer,1/1/45,1968,1970,G-F,6,5,195.6,,,,,200,,Brigham Young University
Steven Smith,4/12/83,2007,2007,F,6,8,203.2,214.6,264.2,,,235,7.8%,La Salle University
Stevin Smith,1/24/72,1997,1997,G,6,2,188.0,,,,,208,,Arizona State University
Stew Johnson,8/19/44,1968,1976,F-C,6,8,203.2,,,,,220,,Murray State University
Stewart Granger,10/27/61,1984,1987,G,6,3,190.5,,,,,190,,Villanova University
Stojko Vrankovic,1/22/64,1991,1999,C,7,2,218.4,,,,,260,,
Stromile Swift,11/21/79,2001,2009,F,6,9,205.7,,,,,225,,Louisiana State University
Stu Lantz,7/13/46,1969,1976,G,6,3,190.5,,,,,175,,University of Nebraska
Stuart Gray,5/27/63,1985,1991,C-F,7,0,213.4,,,,,235,,"University of California, Los Angeles"
Sun Yue,11/6/85,2009,2009,G,6,9,205.7,,,,,205,,
Sundiata Gaines,4/18/86,2010,2012,G,6,1,185.4,,,,,185,,University of Georgia
Swede Halbrook,1/30/33,1961,1962,C,7,3,221.0,,,,,235,,Oregon State University
Swen Nater,1/14/50,1974,1984,C,6,11,210.8,,,,,240,,"University of California, Los Angeles"
Sylvester Gray,7/8/67,1989,1989,F,6,6,198.1,,,,,230,,University of Memphis
Sylvester Norris,2/18/57,1980,1980,C,6,11,210.8,,,,,220,,Jackson State University
T.J. Ford,3/24/83,2004,2012,G,6,0,182.9,181.6,237.5,,,165,6.7%,University of Texas at Austin
T.J. Leaf,4/30/97,2018,2018,F,6,10,208.3,,,,,222,,"University of California, Los Angeles"
T.J. McConnell,3/25/92,2016,2018,G,6,2,188.0,,,,,200,,University of Arizona
T.J. Warren,9/5/93,2015,2018,F,6,8,203.2,208.9,264.2,8.75,9,230,8.0%,North Carolina State University
T.R. Dunn,2/1/55,1978,1991,G-F,6,4,193.0,,,,,192,,University of Alabama
Taj Gibson,6/24/85,2010,2018,F,6,9,205.7,223.5,276.9,,,225,6.6%,University of Southern California
Tal Skinner,9/10/52,1975,1976,F-G,6,5,195.6,,,,,195,,University of Maryland Eastern Shore
Tamar Slay,4/2/80,2003,2005,G,6,8,203.2,212.1,264.2,,,215,,Marshall University
Tang Hamilton,5/26/78,2002,2002,F,6,8,203.2,,,,,220,,Mississippi State University
Tarence Kinsey,3/21/84,2007,2009,G,6,6,198.1,200.0,255.3,,,185,4.1%,University of South Carolina
Tarik Black,11/22/91,2015,2018,C-F,6,9,205.7,,,,,250,,University of Kansas
Tariq Abdul-Wahad,11/3/74,1998,2003,F,6,6,198.1,,,,,223,,San Jose State University
Tate Armstrong,10/5/55,1978,1979,G,6,3,190.5,,,,,175,,Duke University
Tate George,5/29/68,1991,1995,G,6,5,195.6,,,,,190,,University of Connecticut
Taurean Green,11/28/86,2008,2008,G,6,0,182.9,188.6,243.8,,,177,4.6%,University of Florida
Taurean Waller-Prince,3/22/94,2017,2018,F,6,8,203.2,,,,,220,,Baylor University
Taylor Griffin,4/18/86,2010,2010,F,6,7,200.7,,,,,238,,University of Oklahoma
Tayshaun Prince,2/28/80,2003,2016,F,6,9,205.7,,,,,212,,University of Kentucky
Ted Luckenbill,7/27/39,1962,1963,F,6,6,198.1,,,,,205,,University of Houston
Ted Manakas,2/22/51,1974,1974,G,6,2,188.0,,,,,180,,Princeton University
Ted McClain,8/30/46,1972,1979,G,6,1,185.4,,,,,180,,Tennessee State University
Tellis Frank,4/26/65,1988,1994,F-C,6,10,208.3,,,,,225,,Western Kentucky University
Terence Morris,1/11/79,2002,2006,F,6,9,205.7,,,,,221,,University of Maryland
Terence Stansbury,2/27/61,1985,1987,G,6,5,195.6,,,,,170,,Temple University
Terrance Ferguson,5/17/98,2018,2018,G-F,6,7,200.7,205.1,261.6,8.5,10,184,5.8%,
Terrance Roberson,12/30/76,2001,2001,F,6,7,200.7,203.2,262.9,,,215,,"California State University, Fresno"
Terrel Harris,8/10/87,2012,2013,G,6,5,195.6,,,,,190,,Oklahoma State University
Terrell Brandon,5/20/70,1992,2002,G,5,11,180.3,,,,,180,,University of Oregon
Terrence Jones,1/9/92,2013,2017,F,6,9,205.7,219.1,271.8,9,10,252,7.7%,University of Kentucky
Terrence Rencher,2/19/73,1996,1996,G,6,3,190.5,,,,,185,,University of Texas at Austin
Terrence Ross,2/5/91,2013,2018,F-G,6,7,200.7,201.3,255.3,8.75,10.25,206,3.2%,University of Washington
Terrence Williams,6/28/87,2010,2013,F,6,6,198.1,205.7,262.9,,,220,5.1%,University of Louisville
Terry Catledge,8/22/63,1986,1993,F,6,8,203.2,,,,,220,,University of South Alabama
Terry Crosby,1/4/57,1980,1980,G,6,4,193.0,,,,,195,,University of Tennessee
Terry Cummings,3/15/61,1983,2000,F,6,9,205.7,,,,,220,,DePaul University
Terry Davis,6/17/67,1990,2001,F-C,6,9,205.7,,,,,225,,Virginia Union University
Terry Dehere,9/12/71,1994,1999,G,6,2,188.0,,,,,190,,Seton Hall University
Terry Dischinger,11/21/40,1963,1973,F-G,6,7,200.7,,,,,189,,Purdue University
Terry Dozier,6/29/66,1990,1990,F,6,9,205.7,,,,,210,,University of South Carolina
Terry Driscoll,8/28/47,1971,1975,F,6,7,200.7,,,,,215,,Boston College
Terry Duerod,7/29/56,1980,1983,G,6,2,188.0,,,,,180,,University of Detroit Mercy
Terry Furlow,10/18/54,1977,1980,G-F,6,4,193.0,,,,,190,,Michigan State University
Terry Kunze,3/11/43,1968,1968,G-F,6,4,193.0,,,,,210,,University of Minnesota
Terry Mills,12/21/67,1991,2001,F,6,10,208.3,,,,,230,,University of Michigan
Terry Porter,4/8/63,1986,2002,G,6,3,190.5,,,,,195,,University of Wisconsin-Stevens Point
Terry Rozier,3/17/94,2016,2018,G,6,2,188.0,203.8,250.2,8.25,8.5,190,5.6%,University of Louisville
