Year,Body,Injury,Severity,Position,Height (in cm),Wingspan (in cm),Standing Reach (in cm),Weight (in lb),Body Fat (%),Age,EndSeasonYear,Minutes,USG%,Games_Played,Fouls,Turnovers,Points,FT,3P,Steals,Assists,Offensive_Reb,Defensive_Reb
2019,knee,sprained,dtd,C-F,213.4,,,244.0,,24,2020,33.05194805194805,28.9,77.0,3.792207792207792,3.116883116883117,24.415584415584416,4.883116883116883,1.844155844155844,0.8701298701298701,3.3636363636363638,3.4155844155844157,8.974025974025974
2011,knee,sore,dnp,F,200.7,218.4,270.5,250.0,,28,2011,29.078947368421048,17.4,76.0,2.0394736842105257,1.25,10.947368421052632,1.368421052631579,0.9736842105263158,0.8157894736842105,1.631578947368421,1.0,3.5789473684210527
2016,ankle,sore,dtd,C,215.9,,,255.0,,31,2017,34.44230769230769,23.4,52.0,2.7115384615384617,2.269230769230769,16.557692307692307,3.9038461538461537,0.038461538461538464,0.9615384615384616,3.7692307692307687,1.1153846153846154,5.8461538461538485
2014,knee,"surgery', 'torn",dnp,F-C,205.7,,,242.0,,25,2014,29.0375,19.9,80.0,2.0,1.8125,12.725,2.275,0.0,0.6,1.1,3.325,7.025
2012,calf,strained,dnp,G,190.5,198.8,248.9,200.0,,27,2012,37.905660377358494,26.2,53.0,2.8679245283018866,3.5283018867924527,21.30188679245283,5.69811320754717,1.6792452830188682,1.2075471698113207,9.69811320754717,0.6037735849056604,3.2641509433962264
2012,groin,strained,dnp,G,190.5,203.2,250.2,190.0,4.6%,23,2012,37.358024691358025,32.2,81.0,1.6790123456790125,3.4320987654320985,25.01234567901234,5.876543209876544,1.5802469135802468,1.0493827160493827,7.691358024691357,1.0,3.074074074074073
2015,ankle,strained,dtd,G,198.1,201.3,256.5,190.0,4.4%,24,2016,33.92682926829269,27.1,41.0,2.5121951219512195,4.243902439024391,14.951219512195122,2.8536585365853657,0.7804878048780488,1.4634146341463414,7.365853658536586,1.048780487804878,5.146341463414634
2015,hamstring,sore,nan,F-C,213.4,,,245.0,,30,2016,27.068965517241374,26.4,29.0,1.8275862068965518,1.4482758620689655,14.827586206896553,3.0,0.5172413793103449,0.06896551724137931,1.5862068965517242,1.1034482758620692,3.2758620689655173
2014,knee,tendinitis,dnp,G,193.0,205.7,251.5,215.0,8.2%,25,2014,30.095238095238088,29.4,42.0,1.7857142857142858,2.7857142857142856,16.976190476190474,4.4523809523809526,1.3333333333333333,1.0714285714285714,3.261904761904762,0.2380952380952381,1.5952380952380951
2018,knee,sore,dtd,C-F,213.4,,,250.0,,24,2019,30.34920634920635,33.4,63.0,3.3174603174603177,3.7142857142857135,22.936507936507937,5.6984126984127,1.0476190476190477,0.6349206349206349,3.1587301587301586,2.2698412698412698,8.682539682539682
2013,knee,sore,dnp,F,200.7,212.1,262.9,228.0,,33,2014,24.08974358974359,20.2,78.0,1.7820512820512822,0.9230769230769232,10.423076923076923,0.9615384615384616,1.641025641025641,0.6538461538461539,1.0,0.5256410256410257,2.333333333333333
2015,ankle,sprained,dtd,F-C,205.7,214.6,270.5,235.0,6.7%,30,2016,21.015625,18.3,64.0,2.03125,0.71875,7.953125,1.359375,0.0,0.53125,0.890625,1.84375,4.65625
2012,foot,torn,indefinitely,G-F,198.1,,,185.0,,34,2013,24.892857142857146,24.5,28.0,2.0,1.75,11.642857142857142,1.0357142857142858,0.6071428571428571,0.42857142857142855,3.0,0.7142857142857143,1.6428571428571428
2020,foot,sore,dtd,C,208.3,228.6,285.8,248.0,9.4%,22,2020,20.777777777777786,17.6,72.0,1.75,0.8333333333333334,10.527777777777779,1.4861111111111112,0.4583333333333333,0.3472222222222222,1.2777777777777777,1.5694444444444444,4.736111111111111
2020,back,bruised,dtd,F-G,203.2,,,215.0,,24,2020,20.79310344827585,21.3,58.0,1.8965517241379308,1.5172413793103448,8.810344827586208,1.5,0.7241379310344828,0.9827586206896552,1.5172413793103448,0.4827586206896552,3.6379310344827593
2015,ankle,sprained,season,G-F,200.7,207.0,260.4,212.0,6.7%,34,2015,33.91549295774648,14.2,71.0,2.0704225352112675,1.4366197183098592,11.971830985915492,1.2253521126760565,2.605633802816901,0.9859154929577464,2.9295774647887325,0.30985915492957744,3.661971830985917
2011,wrist,sprained,dnp,G,193.0,205.7,251.5,215.0,8.2%,22,2011,35.951612903225815,21.5,62.0,1.5483870967741935,2.3225806451612905,16.85483870967742,3.5806451612903225,1.9193548387096773,1.1129032258064515,3.0,0.4032258064516129,2.177419354838709
2014,groin,strained,dnp,F,203.2,,,225.0,,26,2014,25.09302325581395,22.7,43.0,2.7674418604651163,1.3953488372093024,13.023255813953488,2.046511627906977,1.2093023255813953,1.0465116279069768,1.3488372093023255,1.0465116279069768,4.023255813953488
2017,hip,injury,season,G,175.3,187.3,232.4,185.0,6.7%,28,2017,32.24390243902439,29.6,82.0,2.0365853658536586,2.6829268292682933,22.231707317073173,5.780487804878049,2.0365853658536586,1.1097560975609757,6.2073170731707314,0.5609756097560976,2.4024390243902443
2016,knee,bruised,dtd,C-F,210.8,222.9,279.4,228.0,4.2%,21,2016,30.81333333333333,17.0,75.0,2.773333333333333,1.9466666666666668,9.92,1.8666666666666667,0.0,1.7733333333333334,1.7066666666666668,2.466666666666667,5.68
2017,calf,strained,season,G-F,193.0,205.7,259.1,213.0,6.7%,35,2017,25.3125,16.8,64.0,2.734375,1.21875,8.359375,1.40625,0.234375,1.71875,1.09375,1.625,3.0
2012,calf,strained,dnp,F-G,198.1,213.4,269.2,225.0,7.3%,32,2013,15.366666666666667,12.4,60.0,1.4166666666666667,0.5,3.216666666666667,0.5666666666666667,0.11666666666666667,0.4833333333333333,0.7333333333333333,0.3666666666666665,1.3
2012,hip,injury,dnp,F-C,210.8,225.4,279.4,260.0,8.7%,26,2012,39.641975308641975,25.7,81.0,2.716049382716049,1.8888888888888888,21.839506172839503,4.333333333333333,0.04938271604938271,1.0123456790123455,2.098765432098765,3.4320987654320985,5.320987654320987
2013,calf,strained,dnp,G-F,200.7,211.5,262.9,220.0,5.0%,28,2014,15.456521739130435,13.6,46.0,0.5869565217391305,0.3043478260869565,3.608695652173913,0.3478260869565217,0.4782608695652174,0.7391304347826086,0.8695652173913043,0.6304347826086957,1.5434782608695652
2018,knee,sprained,indefinitely,G-F,198.1,198.1,255.3,220.0,7.5%,22,2019,28.65853658536585,18.5,82.0,2.841463414634146,1.5121951219512195,10.951219512195122,1.5121951219512195,1.146341463414634,0.8902439024390244,1.6463414634146345,0.5975609756097561,2.5365853658536586
2012,groin,strained,dnp,F,203.2,213.4,268.0,240.0,8.0%,27,2012,35.48,32.5,50.0,2.68,2.84,25.18,6.86,0.84,0.86,2.8,1.54,6.1
2012,ankle,sprained,dnp,F,203.2,213.4,268.0,240.0,8.0%,28,2013,34.10909090909091,31.8,55.0,2.8363636363636364,2.6181818181818186,22.63636363636364,5.363636363636363,1.2363636363636363,1.1272727272727272,3.6363636363636362,1.6,4.654545454545454
2016,hip,strained,dtd,F,205.7,211.5,265.4,225.0,5.6%,27,2017,17.97872340425532,17.5,47.0,1.9148936170212767,0.4893617021276596,6.957446808510637,0.8297872340425532,0.9361702127659576,0.2340425531914893,1.127659574468085,0.5319148936170213,2.617021276595745
2012,foot,sore,dtd,C-F,210.8,,,220.0,,38,2013,22.35,11.5,40.0,2.2,1.175,3.8,0.45,0.0,0.825,1.875,2.625,6.225
2013,ankle,sprained,dnp,G,190.5,198.8,248.9,200.0,,29,2014,36.43589743589744,24.4,78.0,2.4871794871794872,2.7948717948717947,18.923076923076927,4.064102564102564,2.1666666666666665,0.9615384615384616,7.743589743589744,0.3717948717948718,2.602564102564102
2011,groin,sore,dnp,G,190.5,,,202.0,,35,2012,32.27450980392157,21.4,51.0,1.843137254901961,2.5294117647058822,16.470588235294116,5.196078431372549,2.0588235294117645,1.0196078431372548,5.313725490196078,0.2352941176470588,2.215686274509804
2012,hamstring,sore,dnp,F-G,203.2,,,218.0,,33,2012,35.8955223880597,27.4,67.0,2.4029850746268657,3.1194029850746268,18.507462686567163,3.7164179104477615,1.805970149253732,1.1940298507462686,3.5970149253731343,0.7910447761194029,3.7462686567164174
2015,hamstring,strained,dtd,F,200.7,205.7,245.1,226.0,,34,2015,27.53968253968254,16.6,63.0,2.9365079365079363,1.3492063492063493,9.92063492063492,1.0476190476190477,1.5396825396825398,0.8888888888888888,1.9841269841269842,0.9523809523809524,3.6825396825396814
2015,hip,injury,dtd,G,193.0,210.2,259.1,220.0,6.7%,33,2015,32.87037037037037,27.9,54.0,1.9629629629629632,2.9814814814814814,19.037037037037038,3.5,0.16666666666666666,1.4629629629629632,4.666666666666667,1.1111111111111112,3.351851851851852
2016,ankle,sprained,dtd,F,203.2,217.2,268.0,246.0,9.7%,30,2016,32.73972602739726,23.8,73.0,2.7534246575342465,2.2739726027397262,16.684931506849313,3.493150684931507,1.0547945205479452,1.7808219178082192,3.054794520547945,1.904109589041096,5.904109589041097
2018,ankle,sprained,dtd,G,190.5,208.3,246.4,211.0,5.9%,22,2019,33.392405063291136,29.1,79.0,2.6962025316455698,2.721518987341772,20.455696202531644,3.0253164556962027,2.367088607594937,1.4936708860759491,3.6835443037974684,0.6582278481012658,3.088607594936709
2016,calf,strained,dtd,F,203.2,220.3,271.8,210.0,3.8%,21,2016,21.184615384615384,16.5,65.0,2.2153846153846155,1.3076923076923077,6.323076923076923,1.7538461538461538,0.7538461538461538,0.6153846153846154,1.2153846153846153,0.7538461538461538,2.292307692307692
2011,knee,strained,dnp,G,180.3,184.8,240.0,195.0,6.6%,23,2011,20.276923076923076,18.0,65.0,1.3692307692307693,1.2615384615384615,8.338461538461539,1.6307692307692307,0.5230769230769231,0.7384615384615385,3.1230769230769235,0.6461538461538462,1.2615384615384615
2015,shoulder,"surgery', 'torn",indefinitely,C-F,213.4,210.2,269.2,240.0,4.8%,22,2015,17.26829268292683,18.9,82.0,2.073170731707317,1.0609756097560976,5.975609756097561,1.7804878048780488,0.0,0.4878048780487805,1.1219512195121952,1.4390243902439024,2.865853658536585
2012,foot,bruised,dtd,G,182.9,,,205.0,,25,2012,34.17333333333333,18.6,75.0,2.76,2.1066666666666665,13.48,2.56,1.72,1.36,6.666666666666668,1.1866666666666668,2.933333333333333
2020,hamstring,strained,dtd,F,205.7,211.5,271.8,220.0,5.0%,29,2020,36.896103896103895,29.5,77.0,2.7792207792207795,2.6623376623376624,28.038961038961038,5.883116883116883,3.792207792207792,2.207792207792208,4.12987012987013,1.3636363636363635,6.792207792207793
2012,foot,sore,dnp,C-F,210.8,,,220.0,,38,2013,22.35,11.5,40.0,2.2,1.175,3.8,0.45,0.0,0.825,1.875,2.625,6.225
2014,back,spasms,dnp,G-F,200.7,207.0,260.4,212.0,6.7%,33,2014,30.52702702702703,14.5,74.0,2.2972972972972974,0.9459459459459459,10.945945945945946,0.9054054054054054,2.5540540540540544,0.9459459459459459,1.9729729729729728,0.3108108108108108,3.6486486486486487
2011,wrist,strained,dnp,G,190.5,198.8,248.9,200.0,,26,2011,36.868421052631575,23.8,76.0,2.736842105263158,3.3157894736842106,18.67105263157895,4.407894736842105,1.263157894736842,1.263157894736842,10.5,0.6578947368421053,3.3289473684210527
2018,knee,sprained,season,G-F,200.7,,,205.0,,25,2018,32.85294117647059,23.5,68.0,2.647058823529412,2.073529411764706,17.161764705882348,3.2794117647058822,1.8823529411764703,0.9705882352941176,2.9705882352941178,0.6470588235294118,2.426470588235294
2014,knee,torn,indefinitely,F,200.7,,,215.0,,31,2014,30.08695652173913,14.5,69.0,1.710144927536232,1.5942028985507246,7.695652173913044,1.7536231884057971,0.6666666666666666,1.4057971014492754,2.6231884057971016,1.0,3.6231884057971016
2018,ankle,injury,dtd,G,188.0,201.9,250.2,186.0,4.5%,30,2019,33.01428571428571,20.6,70.0,2.442857142857143,2.5285714285714285,14.2,2.8857142857142857,1.2,1.457142857142857,7.0285714285714285,0.3428571428571429,2.642857142857143
2018,knee,sprained,dtd,F,203.2,208.3,266.7,215.0,6.3%,31,2018,26.13888888888889,15.6,72.0,1.9861111111111112,0.75,8.861111111111109,1.2361111111111112,1.5138888888888888,1.125,1.0277777777777777,0.875,2.9444444444444446
2012,ankle,torn,dnp,G,188.0,,,190.0,,26,2012,27.83582089552239,19.7,67.0,2.298507462686567,1.1940298507462686,11.64179104477612,2.0,1.7611940298507462,0.7164179104477612,3.0,0.3582089552238806,2.283582089552239
2012,ankle,sprained,dnp,G,180.3,184.8,240.0,195.0,6.6%,24,2012,26.2875,19.6,80.0,1.6625,1.7125,11.6625,2.15,0.8625,1.0,4.7125,0.8375,1.775
2016,knee,sore,season,F,205.7,210.2,271.8,235.0,7.3%,28,2016,17.03448275862069,20.0,58.0,2.5172413793103448,0.8103448275862069,6.586206896551722,0.7931034482758621,0.4482758620689655,0.8275862068965517,0.9827586206896552,0.9137931034482759,2.034482758620689
2012,knee,sore,dnp,F-C,210.8,,,226.0,,33,2012,17.958333333333332,17.2,24.0,2.708333333333333,1.125,5.375,1.2083333333333333,0.0,0.08333333333333333,0.5,1.0416666666666667,2.625
2014,knee,injury,dnp,F-C,213.4,210.2,269.2,245.0,7.5%,27,2014,17.176470588235293,23.4,51.0,2.411764705882353,1.0784313725490196,8.235294117647058,1.6862745098039216,0.0,0.29411764705882354,0.6666666666666666,1.2549019607843137,2.392156862745098
2014,ankle,sprained,dnp,G,195.6,,,210.0,,28,2014,36.046875,22.5,64.0,2.140625,2.15625,16.515625,2.984375,1.125,0.625,3.21875,0.453125,3.28125
2012,foot,strained,dnp,G,180.3,184.8,240.0,195.0,6.6%,24,2012,26.2875,19.6,80.0,1.6625,1.7125,11.6625,2.15,0.8625,1.0,4.7125,0.8375,1.775
2015,knee,surgery,dtd,F,208.3,207.0,265.4,230.0,7.0%,27,2016,33.121212121212125,20.6,66.0,2.121212121212121,1.4545454545454546,15.712121212121213,2.106060606060606,2.0,1.0454545454545454,2.4393939393939394,0.9696969696969696,3.924242424242424
2012,back,spasms,dnp,C-F,208.3,219.7,279.4,289.0,10.5%,27,2013,34.01639344262295,25.7,61.0,2.540983606557377,1.0163934426229508,19.180327868852466,2.2459016393442623,0.016393442622950817,0.7704918032786885,2.19672131147541,2.180327868852459,7.409836065573771
2015,knee,sore,dtd,C,210.8,216.5,270.5,230.0,4.8%,30,2016,30.58208955223881,13.7,67.0,3.029850746268657,1.8358208955223885,7.238805970149253,1.5671641791044777,0.0,0.7164179104477612,4.656716417910448,3.2686567164179103,6.373134328358209
2014,knee,sore,"rest', 'dnp",G,185.4,,,186.0,,27,2014,37.44736842105263,21.7,38.0,2.526315789473684,3.8947368421052633,13.73684210526316,1.5789473684210529,0.3157894736842105,1.8421052631578947,11.052631578947368,1.131578947368421,4.447368421052632
2013,foot,sprained,indefinitely,C-F,210.8,222.3,279.4,240.0,,29,2013,32.03030303030303,20.8,66.0,2.1515151515151514,1.3636363636363635,15.409090909090908,2.4696969696969697,0.0,0.7272727272727273,0.8939393939393939,2.803030303030303,7.181818181818183
2011,knee,tendinitis,dnp,F,200.7,208.3,262.9,220.0,5.6%,26,2011,27.6,17.1,10.0,3.6,1.3,9.0,1.6,1.0,0.8,0.9,1.7,3.0
2014,ankle,sprained,dnp,G,180.3,184.8,240.0,195.0,6.6%,26,2014,34.42465753424658,22.3,73.0,1.8493150684931507,2.4931506849315066,16.657534246575338,3.2191780821917813,1.1643835616438356,1.4657534246575343,6.863013698630137,0.4931506849315068,2.219178082191781
2014,back,sore,dnp,G-F,200.7,210.8,269.2,230.0,,27,2014,28.947368421052627,16.9,76.0,2.1842105263157894,1.1842105263157894,11.43421052631579,2.2105263157894743,1.8289473684210529,0.6447368421052632,1.881578947368421,0.6973684210526315,3.1710526315789487
2013,hamstring,injury,dnp,C-F,208.3,215.3,271.8,245.0,9.1%,26,2013,31.63636363636364,17.9,11.0,1.9090909090909087,1.4545454545454546,12.363636363636365,2.0,0.0,0.9090909090909092,2.1818181818181817,2.363636363636364,4.636363636363637
2015,ankle,sprained,dtd,G,193.0,201.3,245.1,200.0,6.2%,23,2016,22.057142857142853,16.7,35.0,1.8571428571428568,0.8571428571428571,6.828571428571428,1.5142857142857142,0.4,0.5142857142857142,2.4857142857142858,0.3428571428571429,1.6
2018,shoulder,strained,dtd,G,193.0,199.4,254.0,200.0,5.5%,30,2018,24.19354838709677,17.9,62.0,1.1290322580645162,0.4838709677419355,10.451612903225808,0.5967741935483871,2.403225806451613,0.5645161290322581,1.1290322580645162,0.2903225806451613,1.8387096774193548
2011,knee,"surgery', 'torn",indefinitely,G,185.4,201.9,248.9,205.0,5.6%,22,2012,22.728395061728396,17.9,81.0,1.6049382716049383,2.3950617283950617,6.703703703703702,1.2222222222222223,0.3950617283950617,1.1358024691358024,3.567901234567901,0.8395061728395061,1.9135802469135803
2013,hamstring,strained,dnp,G,190.5,,,172.0,,33,2013,23.339622641509433,13.0,53.0,1.4150943396226414,1.3584905660377358,5.2075471698113205,0.3962264150943397,1.0,0.7358490566037735,3.30188679245283,0.16981132075471694,1.4339622641509433
2012,ankle,sprained,dnp,G,195.6,210.2,262.9,220.0,10.1%,23,2013,31.387096774193548,21.6,62.0,2.419354838709677,2.2096774193548385,16.838709677419356,5.032258064516129,1.8387096774193548,1.0,3.693548387096774,0.4838709677419355,3.5806451612903225
2016,foot,injury,dtd,G,193.0,200.0,243.8,210.0,4.6%,22,2017,32.0921052631579,16.5,76.0,1.881578947368421,1.2894736842105263,12.26315789473684,1.4342105263157894,1.381578947368421,1.2763157894736843,1.9342105263157887,0.7105263157894737,2.1842105263157894
2011,hamstring,strained,dtd,G,190.5,,,194.0,,28,2011,17.863636363636363,24.9,44.0,1.6136363636363635,1.0454545454545454,9.5,1.4545454545454546,1.0,0.5227272727272727,1.4545454545454546,0.25,1.318181818181818
2014,ankle,sprained,dnp,G-F,198.1,,,225.0,,26,2014,20.984615384615385,23.9,65.0,2.123076923076923,1.0615384615384615,11.215384615384616,1.4307692307692308,1.9384615384615385,0.7538461538461538,0.9692307692307692,0.3692307692307693,2.3076923076923075
2013,knee,bruised,dnp,G,182.9,189.2,241.3,190.0,8.0%,31,2013,29.929824561403517,21.4,57.0,2.280701754385965,2.3684210526315788,11.859649122807017,1.2456140350877194,1.5263157894736843,0.6666666666666666,5.701754385964912,0.5087719298245614,2.6666666666666665
2018,ankle,sprained,dtd,G,190.5,191.8,246.4,190.0,5.7%,29,2018,33.392405063291136,30.1,79.0,2.3164556962025316,3.0253164556962027,25.30379746835443,4.113924050632911,4.10126582278481,1.7974683544303798,6.632911392405063,0.7721518987341772,3.6962025316455698
2012,wrist,sprained,dnp,G,185.4,,,186.0,,25,2012,37.161764705882355,18.3,68.0,1.7647058823529411,3.4411764705882355,10.602941176470589,1.1029411764705883,0.14705882352941174,2.25,11.176470588235292,1.2794117647058822,3.0882352941176467
2013,calf,strained,dnp,G-F,200.7,211.5,262.9,220.0,5.0%,28,2014,15.456521739130435,13.6,46.0,0.5869565217391305,0.3043478260869565,3.608695652173913,0.3478260869565217,0.4782608695652174,0.7391304347826086,0.8695652173913043,0.6304347826086957,1.5434782608695652
2013,foot,injury,dnp,G,193.0,198.1,250.2,190.0,5.3%,32,2013,25.77083333333333,13.9,48.0,2.083333333333333,1.2083333333333333,6.583333333333332,0.5208333333333334,0.9791666666666666,0.7916666666666666,2.75,0.22916666666666666,1.875
2012,groin,strained,dnp,F,203.2,,,275.0,,33,2013,28.86666666666667,18.9,60.0,2.933333333333333,1.0833333333333333,10.983333333333333,1.4166666666666667,0.0,0.9666666666666668,1.6166666666666667,2.4166666666666665,4.733333333333333
2012,ankle,sprained,dnp,G-F,198.1,211.5,264.2,220.0,7.1%,22,2012,36.96491228070175,25.3,57.0,2.508771929824561,3.2280701754385963,17.75438596491228,3.5964912280701755,0.7543859649122807,1.4912280701754386,5.5964912280701755,0.8070175438596491,4.017543859649122
2018,ankle,surgery,indefinitely,F,213.4,,,245.0,,40,2019,24.675324675324674,20.5,77.0,1.896103896103896,0.6623376623376623,12.03896103896104,1.2597402597402598,1.7922077922077921,0.5584415584415584,1.5584415584415583,0.2857142857142857,5.402597402597404
2013,shoulder,sprained,dnp,F,200.7,212.1,262.9,228.0,,33,2014,24.08974358974359,20.2,78.0,1.7820512820512822,0.9230769230769232,10.423076923076923,0.9615384615384616,1.641025641025641,0.6538461538461539,1.0,0.5256410256410257,2.333333333333333
2016,ankle,surgery,indefinitely,F-C,208.3,222.9,275.6,210.0,5.8%,29,2017,17.666666666666668,15.4,12.0,1.75,0.8333333333333334,6.916666666666668,1.0833333333333333,0.0,0.4166666666666667,0.5,1.1666666666666667,2.4166666666666665
2013,ankle,sprained,dnp,G,182.9,189.2,241.3,190.0,8.0%,31,2013,29.929824561403517,21.4,57.0,2.280701754385965,2.3684210526315788,11.859649122807017,1.2456140350877194,1.5263157894736843,0.6666666666666666,5.701754385964912,0.5087719298245614,2.6666666666666665
2011,ankle,sprained,dnp,G,185.4,199.4,248.9,185.0,6.7%,28,2011,30.92537313432836,13.1,67.0,1.2388059701492538,1.6417910447761197,7.373134328358209,1.0149253731343284,1.3432835820895523,0.8805970149253731,5.641791044776119,0.417910447761194,2.238805970149253
2014,ankle,sprained,dtd,F,205.7,,,200.0,,27,2015,18.318181818181817,15.3,66.0,2.106060606060606,0.6060606060606061,6.075757575757576,0.7727272727272727,0.0,0.6363636363636364,0.6666666666666666,1.8181818181818181,2.878787878787879
2013,back,strained,dnp,G,193.0,198.1,250.2,190.0,5.3%,32,2014,29.4,14.7,60.0,3.2,1.65,7.65,1.1666666666666667,1.1833333333333331,1.05,5.233333333333333,0.26666666666666666,2.3666666666666667
2019,knee,sore,dtd,G,195.6,207.0,252.7,220.0,6.5%,28,2019,19.714285714285715,12.9,14.0,1.5714285714285714,1.1428571428571428,4.428571428571429,0.7857142857142857,0.5,0.6428571428571429,1.2142857142857142,0.5,2.4285714285714284
2015,ankle,injury,dtd,G-F,198.1,211.5,264.2,220.0,7.1%,25,2015,28.16666666666667,27.1,72.0,2.1527777777777777,2.4305555555555562,14.472222222222221,3.3194444444444446,0.2916666666666667,1.1666666666666667,5.041666666666667,1.0555555555555556,3.6805555555555554
2012,ankle,sore,dnp,G,195.6,,,205.0,,36,2012,36.125,19.8,80.0,1.8375,1.4625,16.5125,2.4125,2.1,0.9625,2.7375,0.6375,2.7875
2011,hip,injury,dnp,F,200.7,205.7,245.1,226.0,,31,2012,19.245283018867926,16.6,53.0,2.3962264150943398,1.0943396226415094,6.716981132075473,1.1320754716981132,0.6415094339622641,0.7358490566037735,1.339622641509434,1.3773584905660377,2.9245283018867925
2015,wrist,sprained,dtd,F-G,203.2,214.0,269.9,250.0,6.7%,30,2015,37.688311688311686,31.0,77.0,1.6363636363636365,3.5064935064935066,27.129870129870127,5.701298701298702,1.5064935064935066,1.5714285714285714,6.337662337662338,1.051948051948052,5.87012987012987
2013,back,spasms,dnp,G-F,198.1,,,185.0,,35,2013,24.892857142857146,24.5,28.0,2.0,1.75,11.642857142857142,1.0357142857142858,0.6071428571428571,0.42857142857142855,3.0,0.7142857142857143,1.6428571428571428
2013,hip,strained,dnp,G,195.6,,,210.0,,27,2013,26.387096774193548,21.6,62.0,1.3870967741935485,1.1290322580645162,12.048387096774194,1.564516129032258,1.7096774193548387,0.7419354838709677,0.9838709677419356,0.5,1.5483870967741935
2017,back,sore,dtd,F,203.2,213.4,268.0,240.0,8.0%,33,2018,34.2972972972973,29.1,74.0,2.675675675675676,2.0675675675675675,22.41891891891892,4.108108108108108,2.0405405405405403,0.8108108108108109,2.8783783783783785,0.8378378378378378,5.081081081081081
2013,knee,bruised,dnp,F,200.7,213.4,270.5,225.0,,-29,2013,37.21052631578947,26.0,57.0,3.1403508771929824,2.6140350877192984,20.12280701754386,3.842105263157895,0.0,0.9473684210526316,2.8421052631578947,3.0,6.56140350877193
2013,knee,sore,dnp,F,205.7,,,212.0,,33,2014,32.37777777777778,18.1,45.0,1.0,1.2,11.711111111111107,1.6444444444444444,0.5111111111111111,0.4666666666666667,2.466666666666667,0.9555555555555556,3.688888888888889
2013,knee,sore,dnp,G,195.6,,,210.0,,31,2013,18.823529411764707,9.4,51.0,1.156862745098039,0.3725490196078432,2.9019607843137254,0.17647058823529413,0.8039215686274509,0.3725490196078432,0.8039215686274509,0.13725490196078433,1.843137254901961
2014,knee,fractured,dnp,G-F,200.7,213.4,255.3,210.0,6.8%,28,2014,23.915254237288128,21.2,59.0,1.4237288135593218,0.8474576271186439,10.64406779661017,1.7796610169491525,1.2711864406779658,0.6101694915254238,1.4237288135593218,0.4067796610169492,1.7966101694915255
2020,knee,surgery,indefinitely,F,208.3,211.5,266.7,251.0,8.2%,30,2020,34.96,30.2,75.0,2.6533333333333333,3.373333333333333,24.54666666666667,5.52,2.52,0.6933333333333334,5.36,1.3333333333333333,6.2
2013,back,spasms,dnp,G,190.5,,,200.0,,25,2014,32.19512195121951,20.8,82.0,2.5,2.8780487804878048,13.353658536585364,2.6341463414634148,1.0609756097560976,1.6341463414634143,6.060975609756098,0.3902439024390244,2.6219512195121952
2018,hamstring,injury,dtd,G,185.4,,,175.0,,32,2019,32.77215189873418,29.8,79.0,1.3417721518987342,2.9620253164556964,22.556962025316448,5.468354430379748,2.354430379746836,1.0759493670886076,5.278481012658228,0.5063291139240507,2.0
2017,hamstring,strained,dtd,G,193.0,201.3,245.1,200.0,6.2%,24,2017,21.85074626865672,19.4,67.0,2.044776119402985,0.9104477611940298,8.850746268656716,1.1791044776119404,0.9253731343283582,0.7164179104477612,1.4776119402985075,0.3283582089552239,1.6119402985074631
2015,ankle,injury,dtd,F,203.2,213.4,274.3,228.0,6.3%,26,2016,27.81333333333333,20.3,75.0,2.813333333333333,1.5733333333333333,12.613333333333333,2.6533333333333333,0.013333333333333334,0.8266666666666667,1.1866666666666668,3.2266666666666666,5.68
2016,knee,tendinitis,dtd,G,198.1,201.3,256.5,190.0,4.4%,24,2016,33.92682926829269,27.1,41.0,2.5121951219512195,4.243902439024391,14.951219512195122,2.8536585365853657,0.7804878048780488,1.4634146341463414,7.365853658536586,1.048780487804878,5.146341463414634
2012,groin,strained,dnp,G-F,193.0,205.7,259.1,213.0,6.7%,30,2013,26.29310344827586,18.4,58.0,2.4482758620689653,1.6206896551724137,9.79310344827586,2.413793103448276,0.13793103448275862,1.7931034482758617,1.362068965517241,1.6896551724137931,2.327586206896552
2014,ankle,sprained,dtd,F,200.7,,,220.0,,36,2015,31.697368421052627,15.7,76.0,1.6447368421052633,1.25,10.407894736842103,0.6710526315789473,0.7631578947368421,1.1842105263157894,1.631578947368421,1.7368421052631582,4.802631578947368
2015,knee,torn,indefinitely,C-F,208.3,219.7,279.4,289.0,10.5%,30,2016,30.64615384615385,26.3,65.0,2.1384615384615384,1.0461538461538462,16.646153846153847,1.6615384615384616,0.030769230769230767,0.7230769230769231,1.7384615384615385,1.5230769230769232,6.907692307692307
2013,back,spasms,dnp,G,182.9,,,205.0,,26,2013,32.127659574468076,22.0,47.0,2.8297872340425534,2.765957446808511,14.255319148936168,3.6382978723404245,1.6808510638297869,1.5531914893617018,6.5957446808510625,0.7872340425531915,3.7446808510638303
2017,ankle,sprained,dtd,G,190.5,,,190.0,,28,2018,17.095890410958905,18.3,73.0,1.5342465753424657,1.3013698630136987,5.3561643835616435,1.0273972602739727,0.3561643835616438,0.5342465753424658,2.643835616438356,0.136986301369863,1.547945205479452
2019,knee,"surgery', 'torn",indefinitely,G-F,200.7,205.7,262.9,215.0,8.0%,29,2019,34.328767123287676,23.7,73.0,1.6027397260273972,1.7534246575342465,20.013698630136982,1.1232876712328768,3.136986301369863,0.7534246575342466,2.5342465753424657,0.4246575342465753,3.3698630136986303
